商品名,一般名詞,大分類,中分類,小分類（カテゴリ）,小分類（商品）,キーワード,店舗,価格（税込）,価格（税抜）,価格テキスト,JANコード,メーカー,在庫,画像URL,登録日時
明治 ブルガリアのむヨーグルトLB81プレーンドリンクタイプ 砂糖不使用 400g,飲むヨーグルト,食料品,食品,ヨーグルト,乳製品,"['ヨーグルト', 'ドリンクタイプ', '砂糖不使用', 'プレーン', 'LB81']",東急ストア ネットスーパー,208.0,208.0,本体¥208.0 / 税込¥208.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902705044234.jpg,2025-12-27T19:31:20.993861+00:00
明治 プロビオヨーグルトR-1満たすカラダ鉄分 ブルーベリーミックス 112g,ヨーグルト,食料品,食品,ヨーグルト,乳製品,"['ヨーグルト', 'プロビオヨーグルト', 'R-1', '鉄分', 'ブルーベリー']",東急ストア ネットスーパー,148.0,148.0,本体¥148.0 / 税込¥148.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902705088207.jpg,2025-12-27T19:31:40.681001+00:00
明治 プロビオヨーグルトR－1ドリンクタイプ ストロベリー 112g ケース,ヨーグルト,食料品,食品,ヨーグルト,乳製品,"['ヨーグルト', 'プロビオ', 'R-1', 'ドリンクタイプ', 'ストロベリー']",東急ストア ネットスーパー,1712.0,1712.0,本体¥1712.0 / 税込¥1712.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902705097476.jpg,2025-12-27T19:31:29.80156+00:00
マルちゃん しょうが焼き風シュウマイ マヨ味　　8個入,冷凍シュウマイ,食料品,食品,冷凍食品,冷凍惣菜,"['シュウマイ', '冷凍食品', '中華惣菜', '生姜焼き風', 'マヨネーズ味']",東急ストア ネットスーパー,397.0,368.0,本体¥368.0 / 税込¥397.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901990180726.jpg,2025-12-27T20:36:20.269181+00:00
キリ&スティック 105g,ビスケット,食料品,食品,食品小物,ビスケット・クッキー,"['ビスケット', 'クッキー', 'お菓子', 'スティック', 'キリ']",東急ストア ネットスーパー,418.0,418.0,本体¥418.0 / 税込¥418.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/3073781068474.jpg,2025-12-27T19:32:13.638203+00:00
森永の焼プリン カフェ・オ・レ 130g,プリン,食料品,食品,食品小物,デザート,"['プリン', 'デザート', 'カフェ・オ・レ', '森永', '焼プリン']",東急ストア ネットスーパー,158.0,158.0,本体¥158.0 / 税込¥158.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/49837841.jpg,2025-12-27T19:28:33.125344+00:00
ニッポンハム シャウエッセン夜味 98g×2,ソーセージ,食料品,食肉・加工品,ソーセージ・ウィンナー,ソーセージ・ウィンナー,"['シャウエッセン', 'ソーセージ', 'ウインナー', '食肉加工品']",東急ストア ネットスーパー,448.0,448.0,本体¥448.0 / 税込¥448.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902115417529.jpg,2025-12-27T19:28:29.414121+00:00
プリマハム 鉄分入り皮なしウインナー 70g,ウインナー,食料品,食肉・加工肉,ソーセージ・ハム,ソーセージ・ハム,"['ウインナー', 'ソーセージ', '加工肉', '鉄分', 'プリマハム']",東急ストア ネットスーパー,168.0,168.0,本体¥168.0 / 税込¥168.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902586484662.jpg,2025-12-27T19:28:36.273344+00:00
[あ]ニッポンハム シャウスライス 37g×3連,ハム,食料品,食肉・加工肉,ハム・ソーセージ,ハム・ソーセージ,"['ハム', 'シャウスライス', 'ニッポンハム', '加工肉']",東急ストア ネットスーパー,288.0,288.0,本体¥288.0 / 税込¥288.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902115414917.jpg,2025-12-27T19:30:50.599568+00:00
プリマハム 切り落とし角切りベーコン 180g,ベーコン,食料品,食肉・加工肉,ベーコン,ベーコン,"['ベーコン', '加工肉', '朝食', '料理用']",東急ストア ネットスーパー,398.0,398.0,本体¥398.0 / 税込¥398.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902586417769.jpg,2025-12-27T19:30:23.695868+00:00
明治 ザバスMILK PROTEIN 脂肪0 カフェラテ味 430ml,ミルクプロテイン飲料,食料品,飲料,その他飲料,その他飲料,"['ミルクプロテイン', 'カフェラテ', '飲料', 'ザバス']",東急ストア ネットスーパー,308.0,308.0,本体¥308.0 / 税込¥308.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902705128804.jpg,2025-12-27T19:28:55.135277+00:00
東京デーリー 香り際立つオリジナルブレンド 90g,コーヒー,食料品,飲料,コーヒー,コーヒー,"['コーヒー', 'ブレンド', 'インスタントコーヒー', '90g']",東急ストア ネットスーパー,358.0,358.0,本体¥358.0 / 税込¥358.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902033805200.jpg,2025-12-27T19:29:40.376789+00:00
東京デーリー 香り際立つオリジナルブレンド 90g,コーヒー,食料品,飲料,コーヒー,コーヒー,"['コーヒー', 'ブレンド', 'インスタントコーヒー', '90g']",東急ストア ネットスーパー,358.0,358.0,本体¥358.0 / 税込¥358.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902033805200.jpg,2025-12-27T19:29:40.676683+00:00
(10本パック)ヤクルト Newヤクルト糖質・カロリー50%オフ 10本パック,乳酸菌飲料,食料品,飲料,乳酸菌飲料,乳酸菌飲料,"['ヤクルト', '乳酸菌飲料', '糖質オフ', 'カロリーオフ', '清涼飲料水']",東急ストア ネットスーパー,516.0,478.0,本体¥478.0 / 税込¥516.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4903080211617.jpg,2025-12-27T19:29:00.70675+00:00
Vマーク 乳酸菌飲料りんご 65ml×10,乳酸菌飲料,食料品,飲料,乳酸菌飲料,乳酸菌飲料,"['乳酸菌飲料', 'りんご', '65ml', '10本', 'Vマーク']",東急ストア ネットスーパー,198.0,198.0,本体¥198.0 / 税込¥198.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486267230.jpg,2025-12-27T19:27:39.139266+00:00
大塚食品 スゴイダイズ 無調整タイプ特濃 125ml,豆乳,食料品,飲料,豆乳,豆乳,"['豆乳', '大豆', '飲料', '無調整']",東急ストア ネットスーパー,98.0,98.0,本体¥98.0 / 税込¥98.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4959127410710.jpg,2025-12-27T19:28:56.811676+00:00
大塚食品 スゴイダイズ 無調整タイプ特濃 125ml,豆乳,食料品,飲料,豆乳,豆乳,"['豆乳', '飲料', '大豆', '無調整']",東急ストア ネットスーパー,98.0,98.0,本体¥98.0 / 税込¥98.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4959127410710.jpg,2025-12-27T19:28:57.13233+00:00
キッコーマン 砂糖不使用 豆乳飲料 アーモンド 200ml,豆乳飲料,食料品,飲料,豆乳飲料,豆乳飲料,"['豆乳', '飲料', 'アーモンド', '砂糖不使用']",東急ストア ネットスーパー,95.0,95.0,本体¥95.0 / 税込¥95.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4930726103975.jpg,2025-12-27T19:28:33.453331+00:00
伏見蒲鉾 えび入紅しょうが揚 6個入,かまぼこ,食料品,魚介加工品,かまぼこ・ちくわ,かまぼこ・ちくわ,"['かまぼこ', '練り物', '魚介加工品', '紅しょうが']",東急ストア ネットスーパー,228.0,228.0,本体¥228.0 / 税込¥228.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902556343210.jpg,2025-12-27T20:39:36.674067+00:00
紀文 マイメロディ シナモロールかまぼこ 4個入,かまぼこ,食料品,魚介加工品,かまぼこ・ちくわ,かまぼこ・ちくわ,"['かまぼこ', '魚介加工品', 'キャラクター', 'お弁当', '惣菜']",東急ストア ネットスーパー,228.0,228.0,本体¥228.0 / 税込¥228.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/49323344.jpg,2025-12-27T20:37:05.232687+00:00
ニッスイ 速筋タンパク 減塩海からサラダフレーク 72g,魚介加工品,食料品,魚介加工品,その他魚介加工品,その他魚介加工品,"['ツナフレーク', 'サラダ', '減塩', 'タンパク質']",東急ストア ネットスーパー,178.0,178.0,本体¥178.0 / 税込¥178.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4902150374214.jpg,2025-12-27T20:37:05.671654+00:00
紀文 鯛入り笹かま 4枚入,笹かまぼこ,食料品,魚介類・水産加工品,練り物,練り物,"['笹かま', 'かまぼこ', '魚', '惣菜', '加工品']",東急ストア ネットスーパー,318.0,318.0,本体¥318.0 / 税込¥318.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901530236128.jpg,2025-12-27T20:38:04.006096+00:00
嶋田食品 いわし甘露煮 金ごま包み 90g,いわし甘露煮,食料品,魚介類加工品,その他魚介類加工品,その他魚介類加工品,"['いわし', '甘露煮', '魚介類', '惣菜', '佃煮']",東急ストア ネットスーパー,430.0,398.0,本体¥398.0 / 税込¥430.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4589643900343.jpg,2025-12-27T20:37:37.701924+00:00
Vマーク おさかなのソーセージ 70g×4,魚肉ソーセージ,食料品,魚介類加工品,魚肉ソーセージ,魚肉ソーセージ,"['魚肉ソーセージ', 'おさかなソーセージ', '加工食品', '魚', 'ソーセージ']",東急ストア ネットスーパー,248.0,248.0,本体¥248.0 / 税込¥248.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486267131.jpg,2025-12-27T19:27:42.607427+00:00
Vマークグルメテーブル 肉餃子 8個入,餃子,食料品,麺類・ご飯類,餃子,冷凍食品,"['肉餃子', '冷凍餃子', '中華惣菜', '8個入']",東急ストア ネットスーパー,354.0,328.0,本体¥328.0 / 税込¥354.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4949486706470.jpg,2025-12-27T20:37:25.37046+00:00
マルちゃん 冬限定 黄金生姜と黒豚の水餃子　　10個入,水餃子,食料品,麺類・ご飯類,餃子,冷凍食品,"['水餃子', '生姜', '黒豚', '冬限定', '中華']",東急ストア ネットスーパー,311.0,288.0,本体¥288.0 / 税込¥311.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901990180719.jpg,2025-12-27T20:36:18.737621+00:00
マルちゃん 冬限定 黄金生姜と黒豚の水餃子　　10個入,水餃子,食料品,麺類・ご飯類,餃子,冷凍食品,"['水餃子', '冬限定', '生姜', '黒豚', 'マルちゃん']",東急ストア ネットスーパー,311.0,288.0,本体¥288.0 / 税込¥311.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4901990180719.jpg,2025-12-27T20:36:18.211615+00:00
マルハチ 雪ん娘 90g,餅,食料品,麺類・ご飯類,餃子,米飯・もち,"['餅', 'もち', '雪ん娘', 'マルハチ', '調理済み']",東急ストア ネットスーパー,279.0,258.0,本体¥258.0 / 税込¥279.0,,,True,https://ns.tokyu-bell.jp/img/goods/S/4977898001456.jpg,2025-12-27T20:36:26.650468+00:00
マルアイ コットン仏金封黒白7本短冊3枚入 1枚,仏金封,日用品,仏具・神具,ご祝儀袋・不祝儀袋,ご祝儀袋・不祝儀袋,"['仏金封', '不祝儀袋', '香典袋', '弔事', 'マルアイ']",楽天西友ネットスーパー,295.0,269.0,本体¥269 / 税込¥295,4902850410090.0,マルアイ,True,"https://netsuper.r10s.jp/item/seiyu/90/4902850410090.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:27.059276+00:00
カメヤマ カメヤマ　大ローソク　1号5 225g（40本）,ろうそく,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['ろうそく', '仏具', '神具', 'カメヤマ', '大ローソク']",楽天西友ネットスーパー,569.0,518.0,本体¥518 / 税込¥569,4901435007502.0,カメヤマ,True,"https://netsuper.r10s.jp/item/seiyu/02/4901435007502.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:04.278578+00:00
カメヤマ カメヤマ　小ローソク　徳用ダルマ 225g（約200本）,ろうそく,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['ろうそく', '仏具', '神具', '徳用', 'ダルマ']",楽天西友ネットスーパー,647.0,589.0,本体¥589 / 税込¥647,4901435007076.0,カメヤマ,True,"https://netsuper.r10s.jp/item/seiyu/76/4901435007076.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:03.790487+00:00
カメヤマ カメヤマ　小ローソク　徳用豆ダルマ 225g（約126本）,ローソク,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['ローソク', '仏具', '神具', '徳用', '豆ダルマ']",楽天西友ネットスーパー,647.0,589.0,本体¥589 / 税込¥647,4901435006970.0,カメヤマ,True,"https://netsuper.r10s.jp/item/seiyu/70/4901435006970.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:51:07.02592+00:00
中外燐寸社 サンキュウーマッチ ナミガタ 12P,マッチ,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['マッチ', 'ライター', '火起こし', '着火剤', '日用品']",楽天西友ネットスーパー,350.0,319.0,本体¥319 / 税込¥350,4974828020013.0,中外燐寸社,True,"https://netsuper.r10s.jp/item/seiyu/13/4974828020013.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:51:24.632129+00:00
日本香堂 【スゴ得】青雲 バイオレット バラ詰 125G,線香,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['線香', 'お香', '仏壇', '仏具', '日本香堂']",楽天西友ネットスーパー,933.0,849.0,本体¥849 / 税込¥933,4902125249141.0,日本香堂,True,"https://netsuper.r10s.jp/item/seiyu/41/4902125249141.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:21.392174+00:00
日本香堂 山水香　2把入 約32g×2,線香,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['線香', 'お香', '日本香堂', '仏具', '供養']",楽天西友ネットスーパー,119.0,109.0,本体¥109 / 税込¥119,4902125143005.0,日本香堂,True,"https://netsuper.r10s.jp/item/seiyu/05/4902125143005.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:21.074712+00:00
日本香堂 毎日香　白檀の香り　中型バラ詰 150g,線香,日用品,仏具・神具,ろうそく・線香,ろうそく・線香,"['線香', '白檀', '仏壇', 'お供え', '日本香堂']",楽天西友ネットスーパー,21.0,929.0,本体¥929 / 税込¥21,4902125108028.0,日本香堂,True,"https://netsuper.r10s.jp/item/seiyu/28/4902125108028.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:20.767032+00:00
紀陽除虫菊 全植物用活力剤 35ml×10本,活力剤,日用品,園芸用品,肥料・活力剤,肥料・活力剤,"['活力剤', '植物', '園芸', '肥料']",楽天西友ネットスーパー,130.0,119.0,本体¥119 / 税込¥130,4971902926155.0,紀陽除虫菊,True,"https://netsuper.r10s.jp/item/seiyu/55/4971902926155.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:51:34.085602+00:00
FDK アルカリ乾電池 ＨｉｇｈＰｏｗｅｒ 単２形×... 単2×2本パック,乾電池,日用品,家電・AV周辺機器,電池,電池,"['乾電池', '単2', 'アルカリ乾電池', 'FDK']",楽天西友ネットスーパー,383.0,349.0,本体¥349 / 税込¥383,4976680274108.0,FDK,True,"https://netsuper.r10s.jp/item/seiyu/08/4976680274108.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:55.891394+00:00
FDK アルカリ乾電池 ＨｉｇｈＰｏｗｅｒ 単３形×... 単3×4本パック,乾電池,日用品,家電・AV周辺機器,電池,電池,"['乾電池', '単3', 'アルカリ乾電池', '電池パック']",楽天西友ネットスーパー,438.0,399.0,本体¥399 / 税込¥438,4976680274504.0,FDK,True,"https://netsuper.r10s.jp/item/seiyu/04/4976680274504.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:56.284279+00:00
FDK アルカリ乾電池 ＨｉｇｈＰｏｗｅｒ 単４形×... 単4×4本パック,電池,日用品,家電・AV周辺機器,電池,電池,"['乾電池', '単4', 'アルカリ乾電池', '電池パック']",楽天西友ネットスーパー,438.0,399.0,本体¥399 / 税込¥438,4976680275204.0,FDK,True,"https://netsuper.r10s.jp/item/seiyu/04/4976680275204.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:56.742037+00:00
FDK アルカリ乾電池 ＨｉｇｈＰｏｗｅｒ 単４形×... 単4×8本パック,乾電池,日用品,家電・AV周辺機器,電池,電池,"['乾電池', '単4', 'アルカリ乾電池', 'FDK', '電池パック']",楽天西友ネットスーパー,702.0,639.0,本体¥639 / 税込¥702,4976680275501.0,FDK,True,"https://netsuper.r10s.jp/item/seiyu/01/4976680275501.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:57.321297+00:00
FDK アルカリ乾電池 ＨｉｇｈＰｏｗｅｒ 単１形×... 単1×2本パック,乾電池,日用品,家電・AV周辺機器,電池・充電器,電池・充電器,"['乾電池', '単1', 'アルカリ乾電池', 'FDK', 'HighPower']",楽天西友ネットスーパー,526.0,479.0,本体¥479 / 税込¥526,4976680273804.0,FDK,True,"https://netsuper.r10s.jp/item/seiyu/04/4976680273804.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:55.471543+00:00
西友オリジナル きほんのき USBアダプタ付き電源タップ 2.0A コンセント×2個、USBポート×2個,電源タップ,日用品,家電・AV周辺機器,電源タップ・延長コード,電源タップ・延長コード,"['電源タップ', 'USBアダプタ', 'コンセント', '延長コード', 'USBポート']",楽天西友ネットスーパー,67.0,970.0,本体¥970 / 税込¥67,4973450173739.0,西友オリジナル,True,"https://netsuper.r10s.jp/item/seiyu/39/4973450173739.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:54.783755+00:00
アース製薬 らくハピ エアコン洗浄スプレー Nextplus 無香... 420mL×2本,エアコン洗浄スプレー,日用品,掃除用品,エアコンクリーナー,エアコンクリーナー,"['エアコン', '洗浄', 'スプレー', '掃除', 'らくハピ']",楽天西友ネットスーパー,153.0,1049.0,本体¥1049 / 税込¥153,4901080688712.0,アース製薬,True,"https://netsuper.r10s.jp/item/seiyu/12/4901080688712.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:52:00.955815+00:00
ストリックスデザイン 厚手ボアクロス 2枚入,ボアクロス,日用品,掃除用品,キッチンペーパー・ふきん,キッチンペーパー・ふきん,"['ボアクロス', 'キッチンクロス', '台拭き', '厚手', '吸水']",楽天西友ネットスーパー,702.0,639.0,本体¥639 / 税込¥702,4562100020402.0,ストリックスデザイン,True,"https://netsuper.r10s.jp/item/seiyu/02/4562100020402.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:51:54.756433+00:00
スリーエムジャパン スコッチブライト バスシャイン 抗菌スポンジ... 1個,スポンジ,日用品,掃除用品,キッチン用クリーナー,キッチン用クリーナー,"['スポンジ', 'バスシャイン', '抗菌', 'キッチン', '掃除']",楽天西友ネットスーパー,394.0,359.0,本体¥359 / 税込¥394,4547452787647.0,スリーエムジャパン,True,"https://netsuper.r10s.jp/item/seiyu/47/4547452787647.jpg?fit=inside|200:200&composite-to=*,*|200:200&background-color=white",2025-12-30T05:51:01.495344+00:00
